mode	runtime_us	sim_ticks	sim_seconds	kernel_runtime_us	aia_kd_overhead_us	iommu_overhead_us	iommu_checks	iotlb_hits	iotlb_misses	iotlb_hit_rate_pct	iommu_unique_pages	smid_requests	smid_validations	smid_validations_dma_ctrl
fft/iommu_e2048_m250ns	1709.248	1709248000	0.001709	945.27	0.000	446.816	110429	110416	13	99.9882	13	0	0	0
fft/iommu_e2048_m500ns	1711.752	1711752000	0.001712	948.47	0.000	453.312	110428	110415	13	99.9882	13	0	0	0
fft/iommu_e2048_m1000ns	1717.770	1717770000	0.001718	954.6	0.000	466.300	110425	110412	13	99.9882	13	0	0	0
gemm/plain	443542.310	443542310000	0.443542	1410.82	0.000	-	0	0	0	-	0	0	0	0
gemm/aia-kd	446038.541	446038541000	0.446039	3790.77	4567.040	-	0	0	0	-	0	554188	31	6
gemm/iommu_e8_m100ns	447195.536	447195536000	0.447196	5479.59	0.000	9911.880	565472	526430	39042	93.0957	49	0	0	0
gemm/iommu_e8_m250ns	455954.606	455954606000	0.455955	11200.1	0.000	21623.300	565478	526436	39042	93.0958	49	0	0	0
gemm/iommu_e8_m500ns	462765.473	462765473000	0.462765	20942.7	0.000	41142.300	565474	526432	39042	93.0957	49	0	0	0
gemm/iommu_e8_m1000ns	483083.567	483083567000	0.483084	40464.3	0.000	80180.300	565479	526437	39042	93.0958	49	0	0	0
gemm/iommu_e16_m100ns	443624.930	443624930000	0.443625	1593.5	0.000	2357.160	540901	539902	999	99.8153	49	0	0	0
gemm/iommu_e16_m250ns	443990.865	443990865000	0.443991	1739.47	0.000	2655.680	540907	539908	999	99.8153	49	0	0	0
gemm/iommu_e16_m500ns	444240.012	444240012000	0.444240	1992.92	0.000	3153.170	540903	539904	999	99.8153	49	0	0	0
gemm/iommu_e16_m1000ns	443554.858	443554858000	0.443555	2493.06	0.000	4148.190	540908	539909	999	99.8153	49	0	0	0
gemm/iommu_e32_m100ns	443573.377	443573377000	0.443573	1498.67	0.000	2169.830	540617	540568	49	99.9909	49	0	0	0
gemm/iommu_e32_m250ns	443497.262	443497262000	0.443497	1506.24	0.000	2183.350	540623	540574	49	99.9909	49	0	0	0
gemm/iommu_e32_m500ns	442581.628	442581628000	0.442582	1518.07	0.000	2205.830	540619	540570	49	99.9909	49	0	0	0
gemm/iommu_e32_m1000ns	442597.199	442597199000	0.442597	1543.22	0.000	2250.850	540624	540575	49	99.9909	49	0	0	0
gemm/iommu_e64_m100ns	443573.377	443573377000	0.443573	1498.67	0.000	2169.830	540617	540568	49	99.9909	49	0	0	0
gemm/iommu_e64_m250ns	443497.262	443497262000	0.443497	1506.24	0.000	2183.350	540623	540574	49	99.9909	49	0	0	0
gemm/iommu_e64_m500ns	442581.628	442581628000	0.442582	1518.07	0.000	2205.830	540619	540570	49	99.9909	49	0	0	0
gemm/iommu_e64_m1000ns	442597.199	442597199000	0.442597	1543.22	0.000	2250.850	540624	540575	49	99.9909	49	0	0	0
gemm/iommu_e256_m100ns	443573.377	443573377000	0.443573	1498.67	0.000	2169.830	540617	540568	49	99.9909	49	0	0	0
gemm/iommu_e256_m250ns	443497.262	443497262000	0.443497	1506.24	0.000	2183.350	540623	540574	49	99.9909	49	0	0	0
gemm/iommu_e256_m500ns	442581.628	442581628000	0.442582	1518.07	0.000	2205.830	540619	540570	49	99.9909	49	0	0	0
gemm/iommu_e256_m1000ns	442597.199	442597199000	0.442597	1543.22	0.000	2250.850	540624	540575	49	99.9909	49	0	0	0
gemm/iommu_e2048_m100ns	443573.377	443573377000	0.443573	1498.67	0.000	2169.830	540617	540568	49	99.9909	49	0	0	0
gemm/iommu_e2048_m250ns	443497.262	443497262000	0.443497	1506.24	0.000	2183.350	540623	540574	49	99.9909	49	0	0	0
gemm/iommu_e2048_m500ns	442581.628	442581628000	0.442582	1518.07	0.000	2205.830	540619	540570	49	99.9909	49	0	0	0
gemm/iommu_e2048_m1000ns	442597.199	442597199000	0.442597	1543.22	0.000	2250.850	540624	540575	49	99.9909	49	0	0	0
lenet_a/plain	16233.200	16233200000	0.016233	16155.8	0.000	-	0	0	0	-	0	0	0	0
lenet_a/aia-kd	17227.484	17227484000	0.017227	17150.2	1004.029	-	0	0	0	-	0	964395	105	28
lenet_a/iommu_e8_m100ns	16896.526	16896526000	0.016897	16819.3	0.000	12169.822	973655	967014	6641	99.3179	88	0	0	0
lenet_a/iommu_e8_m250ns	17892.050	17892050000	0.017892	17815	0.000	15046.766	973724	967083	6641	99.3180	88	0	0	0
lenet_a/iommu_e8_m500ns	19553.357	19553357000	0.019553	19475.8	0.000	19841.042	973728	967087	6641	99.3180	88	0	0	0
lenet_a/iommu_e8_m1000ns	22874.522	22874522000	0.022875	22796.7	0.000	29429.592	973731	967090	6641	99.3180	88	0	0	0
lenet_a/iommu_e16_m100ns	16813.440	16813440000	0.016813	16735.6	0.000	12002.702	973314	967511	5803	99.4038	88	0	0	0
lenet_a/iommu_e16_m250ns	17681.854	17681854000	0.017682	17605	0.000	14625.976	973379	967576	5803	99.4038	88	0	0	0
lenet_a/iommu_e16_m500ns	19133.594	19133594000	0.019134	19056.3	0.000	18997.522	973383	967580	5803	99.4038	88	0	0	0
lenet_a/iommu_e16_m1000ns	22036.693	22036693000	0.022037	21959.2	0.000	27740.632	973393	967590	5803	99.4038	88	0	0	0
lenet_a/iommu_e32_m100ns	16813.440	16813440000	0.016813	16735.6	0.000	12002.702	973314	967511	5803	99.4038	88	0	0	0
lenet_a/iommu_e32_m250ns	17681.854	17681854000	0.017682	17605	0.000	14625.976	973379	967576	5803	99.4038	88	0	0	0
lenet_a/iommu_e32_m500ns	19133.594	19133594000	0.019134	19056.3	0.000	18997.522	973383	967580	5803	99.4038	88	0	0	0
lenet_a/iommu_e32_m1000ns	22036.693	22036693000	0.022037	21959.2	0.000	27740.632	973393	967590	5803	99.4038	88	0	0	0
lenet_a/iommu_e64_m100ns	16241.473	16241473000	0.016241	16164.4	0.000	10308.962	971026	970938	88	99.9909	88	0	0	0
lenet_a/iommu_e64_m250ns	16253.672	16253672000	0.016254	16176.3	0.000	10360.356	971018	970930	88	99.9909	88	0	0	0
lenet_a/iommu_e64_m500ns	16276.190	16276190000	0.016276	16198.9	0.000	10446.142	971022	970934	88	99.9909	88	0	0	0
lenet_a/iommu_e64_m1000ns	16321.734	16321734000	0.016322	16244.1	0.000	10617.742	971031	970943	88	99.9909	88	0	0	0
lenet_a/iommu_e256_m100ns	16241.473	16241473000	0.016241	16164.4	0.000	10308.962	971026	970938	88	99.9909	88	0	0	0
lenet_a/iommu_e256_m250ns	16253.672	16253672000	0.016254	16176.3	0.000	10360.356	971018	970930	88	99.9909	88	0	0	0
lenet_a/iommu_e256_m500ns	16276.190	16276190000	0.016276	16198.9	0.000	10446.142	971022	970934	88	99.9909	88	0	0	0
lenet_a/iommu_e256_m1000ns	16321.734	16321734000	0.016322	16244.1	0.000	10617.742	971031	970943	88	99.9909	88	0	0	0
lenet_a/iommu_e2048_m100ns	16241.473	16241473000	0.016241	16164.4	0.000	10308.962	971026	970938	88	99.9909	88	0	0	0
lenet_a/iommu_e2048_m250ns	16253.672	16253672000	0.016254	16176.3	0.000	10360.356	971018	970930	88	99.9909	88	0	0	0
lenet_a/iommu_e2048_m500ns	16276.190	16276190000	0.016276	16198.9	0.000	10446.142	971022	970934	88	99.9909	88	0	0	0
lenet_a/iommu_e2048_m1000ns	16321.734	16321734000	0.016322	16244.1	0.000	10617.742	971031	970943	88	99.9909	88	0	0	0
lenet_b/plain	12300.046	12300046000	0.012300	12223.7	0.000	-	0	0	0	-	0	0	0	0
lenet_b/aia-kd	12465.299	12465299000	0.012465	12389.4	1193.827	-	0	0	0	-	0	946860	85	8
lenet_b/iommu_e8_m100ns	13707.436	13707436000	0.013707	13631.5	0.000	29897.960	957049	941964	15085	98.4238	82	0	0	0
lenet_b/iommu_e8_m250ns	15960.544	15960544000	0.015961	15883.9	0.000	47799.920	957846	942810	15036	98.4302	82	0	0	0
lenet_b/iommu_e8_m500ns	19741.462	19741462000	0.019741	19665.4	0.000	78000.190	957947	942861	15086	98.4252	82	0	0	0
lenet_b/iommu_e8_m1000ns	27284.654	27284654000	0.027285	27208.9	0.000	138103.300	957950	942864	15086	98.4252	82	0	0	0
lenet_b/iommu_e16_m100ns	12889.335	12889335000	0.012889	12812.9	0.000	20472.020	953353	947440	5913	99.3798	82	0	0	0
lenet_b/iommu_e16_m250ns	13775.133	13775133000	0.013775	13699	0.000	24092.410	953415	947502	5913	99.3798	82	0	0	0
lenet_b/iommu_e16_m500ns	15254.439	15254439000	0.015254	15178.3	0.000	30125.750	953469	947556	5913	99.3798	82	0	0	0
lenet_b/iommu_e16_m1000ns	18211.066	18211066000	0.018211	18135.3	0.000	42190.850	953472	947559	5913	99.3798	82	0	0	0
lenet_b/iommu_e32_m100ns	12862.377	12862377000	0.012862	12786.8	0.000	20373.010	953205	947534	5671	99.4051	82	0	0	0
lenet_b/iommu_e32_m250ns	13713.935	13713935000	0.013714	13638.2	0.000	23843.500	953325	947654	5671	99.4051	82	0	0	0
lenet_b/iommu_e32_m500ns	15131.657	15131657000	0.015132	15055.6	0.000	29623.930	953323	947652	5671	99.4051	82	0	0	0
lenet_b/iommu_e32_m1000ns	17967.439	17967439000	0.017967	17891.6	0.000	41187.020	953326	947655	5671	99.4051	82	0	0	0
lenet_b/iommu_e64_m100ns	12306.792	12306792000	0.012307	12231	0.000	18166.200	950919	950835	84	99.9912	82	0	0	0
lenet_b/iommu_e64_m250ns	12319.922	12319922000	0.012320	12243.6	0.000	18285.940	950919	950835	84	99.9912	82	0	0	0
lenet_b/iommu_e64_m500ns	12340.725	12340725000	0.012341	12265.1	0.000	18483.390	950918	950834	84	99.9912	82	0	0	0
lenet_b/iommu_e64_m1000ns	12383.377	12383377000	0.012383	12307.5	0.000	18880.450	950921	950837	84	99.9912	82	0	0	0
lenet_b/iommu_e256_m100ns	12306.792	12306792000	0.012307	12230.8	0.000	18166.000	950919	950837	82	99.9914	82	0	0	0
lenet_b/iommu_e256_m250ns	12319.181	12319181000	0.012319	12243.1	0.000	18285.440	950919	950837	82	99.9914	82	0	0	0
lenet_b/iommu_e256_m500ns	12340.542	12340542000	0.012341	12264.1	0.000	18482.390	950918	950836	82	99.9914	82	0	0	0
lenet_b/iommu_e256_m1000ns	12381.962	12381962000	0.012382	12305.6	0.000	18878.460	950921	950839	82	99.9914	82	0	0	0
lenet_b/iommu_e2048_m100ns	12306.792	12306792000	0.012307	12230.8	0.000	18166.000	950919	950837	82	99.9914	82	0	0	0
lenet_b/iommu_e2048_m250ns	12319.181	12319181000	0.012319	12243.1	0.000	18285.440	950919	950837	82	99.9914	82	0	0	0
lenet_b/iommu_e2048_m500ns	12340.542	12340542000	0.012341	12264.1	0.000	18482.390	950918	950836	82	99.9914	82	0	0	0
lenet_b/iommu_e2048_m1000ns	12381.962	12381962000	0.012382	12305.6	0.000	18878.460	950921	950839	82	99.9914	82	0	0	0
lenet_c/plain	14916.214	14916214000	0.014916	14867.6	0.000	-	0	0	0	-	0	0	0	0
lenet_c/aia-kd	15443.128	15443128000	0.015443	15394.2	828.322	-	0	0	0	-	0	1695174	69	6
lenet_c/iommu_e8_m100ns	15278.081	15278081000	0.015278	15229	0.000	50296.680	2062892	2056553	6339	99.6927	112	0	0	0
lenet_c/iommu_e8_m250ns	15892.367	15892367000	0.015892	15843.4	0.000	54791.220	2054529	2048190	6339	99.6915	112	0	0	0
lenet_c/iommu_e8_m500ns	17813.608	17813608000	0.017814	17765.3	0.000	62539.640	2062898	2056559	6339	99.6927	112	0	0	0
lenet_c/iommu_e8_m1000ns	20983.068	20983068000	0.020983	20934.3	0.000	77843.060	2062895	2056556	6339	99.6927	112	0	0	0
lenet_c/iommu_e16_m100ns	15301.439	15301439000	0.015301	15252.3	0.000	50089.780	2064988	2059401	5587	99.7294	112	0	0	0
lenet_c/iommu_e16_m250ns	15802.336	15802336000	0.015802	15753.5	0.000	54247.370	2056616	2051029	5587	99.7283	112	0	0	0
lenet_c/iommu_e16_m500ns	17536.657	17536657000	0.017537	17487.8	0.000	61434.350	2064994	2059407	5587	99.7294	112	0	0	0
lenet_c/iommu_e16_m1000ns	20329.133	20329133000	0.020329	20280.8	0.000	75614.770	2064991	2059404	5587	99.7294	112	0	0	0
lenet_c/iommu_e32_m100ns	15301.439	15301439000	0.015301	15252.3	0.000	50089.780	2064988	2059401	5587	99.7294	112	0	0	0
lenet_c/iommu_e32_m250ns	15802.336	15802336000	0.015802	15753.5	0.000	54247.370	2056616	2051029	5587	99.7283	112	0	0	0
lenet_c/iommu_e32_m500ns	17536.657	17536657000	0.017537	17487.8	0.000	61434.350	2064994	2059407	5587	99.7294	112	0	0	0
lenet_c/iommu_e32_m1000ns	20329.133	20329133000	0.020329	20280.8	0.000	75614.770	2064991	2059404	5587	99.7294	112	0	0	0
lenet_c/iommu_e64_m100ns	14873.557	14873557000	0.014874	14824.5	0.000	47409.450	2065146	2065034	112	99.9946	112	0	0	0
lenet_c/iommu_e64_m250ns	14884.949	14884949000	0.014885	14836.1	0.000	47554.030	2065013	2064901	112	99.9946	112	0	0	0
lenet_c/iommu_e64_m500ns	14918.819	14918819000	0.014919	14870	0.000	47800.790	2065152	2065040	112	99.9946	112	0	0	0
lenet_c/iommu_e64_m1000ns	14974.434	14974434000	0.014974	14925.5	0.000	48289.740	2065149	2065037	112	99.9946	112	0	0	0
lenet_c/iommu_e256_m100ns	14873.557	14873557000	0.014874	14824.5	0.000	47409.450	2065146	2065034	112	99.9946	112	0	0	0
lenet_c/iommu_e256_m250ns	14884.949	14884949000	0.014885	14836.1	0.000	47554.030	2065013	2064901	112	99.9946	112	0	0	0
lenet_c/iommu_e256_m500ns	14918.819	14918819000	0.014919	14870	0.000	47800.790	2065152	2065040	112	99.9946	112	0	0	0
lenet_c/iommu_e256_m1000ns	14974.434	14974434000	0.014974	14925.5	0.000	48289.740	2065149	2065037	112	99.9946	112	0	0	0
lenet_c/iommu_e2048_m100ns	14873.557	14873557000	0.014874	14824.5	0.000	47409.450	2065146	2065034	112	99.9946	112	0	0	0
lenet_c/iommu_e2048_m250ns	14884.949	14884949000	0.014885	14836.1	0.000	47554.030	2065013	2064901	112	99.9946	112	0	0	0
lenet_c/iommu_e2048_m500ns	14918.819	14918819000	0.014919	14870	0.000	47800.790	2065152	2065040	112	99.9946	112	0	0	0
lenet_c/iommu_e2048_m1000ns	14974.434	14974434000	0.014974	14925.5	0.000	48289.740	2065149	2065037	112	99.9946	112	0	0	0
md_grid/plain	5283.149	5283149000	0.005283	4764.1	0.000	-	0	0	0	-	0	0	0	0
md_grid/aia-kd	5483.949	5483949000	0.005484	4964.81	284.456	-	0	0	0	-	0	119896	14	6
md_grid/iommu_e8_m100ns	5286.199	5286199000	0.005286	4767.34	0.000	481.548	119776	119758	18	99.9850	16	0	0	0
md_grid/iommu_e8_m250ns	5289.302	5289302000	0.005289	4770.05	0.000	486.350	119777	119759	18	99.9850	16	0	0	0
md_grid/iommu_e8_m500ns	5293.985	5293985000	0.005294	4774.92	0.000	494.358	119779	119761	18	99.9850	16	0	0	0
md_grid/iommu_e8_m1000ns	5302.752	5302752000	0.005303	4783.61	0.000	510.354	119778	119760	18	99.9850	16	0	0	0
md_grid/iommu_e16_m100ns	5286.199	5286199000	0.005286	4767.16	0.000	481.352	119776	119760	16	99.9866	16	0	0	0
md_grid/iommu_e16_m250ns	5288.220	5288220000	0.005288	4769.54	0.000	485.852	119776	119760	16	99.9866	16	0	0	0
md_grid/iommu_e16_m500ns	5291.594	5291594000	0.005292	4773.91	0.000	493.360	119778	119762	16	99.9866	16	0	0	0
md_grid/iommu_e16_m1000ns	5300.574	5300574000	0.005301	4781.61	0.000	508.356	119777	119761	16	99.9866	16	0	0	0
md_grid/iommu_e32_m100ns	5286.199	5286199000	0.005286	4767.16	0.000	481.352	119776	119760	16	99.9866	16	0	0	0
md_grid/iommu_e32_m250ns	5288.220	5288220000	0.005288	4769.54	0.000	485.852	119776	119760	16	99.9866	16	0	0	0
md_grid/iommu_e32_m500ns	5291.594	5291594000	0.005292	4773.91	0.000	493.360	119778	119762	16	99.9866	16	0	0	0
md_grid/iommu_e32_m1000ns	5300.574	5300574000	0.005301	4781.61	0.000	508.356	119777	119761	16	99.9866	16	0	0	0
md_grid/iommu_e64_m100ns	5286.199	5286199000	0.005286	4767.16	0.000	481.352	119776	119760	16	99.9866	16	0	0	0
md_grid/iommu_e64_m250ns	5288.220	5288220000	0.005288	4769.54	0.000	485.852	119776	119760	16	99.9866	16	0	0	0
md_grid/iommu_e64_m500ns	5291.594	5291594000	0.005292	4773.91	0.000	493.360	119778	119762	16	99.9866	16	0	0	0
md_grid/iommu_e64_m1000ns	5300.574	5300574000	0.005301	4781.61	0.000	508.356	119777	119761	16	99.9866	16	0	0	0
